date,demand
2021/2/1,0.00 
2021/2/2,0.00 
2021/2/3,0.00 
2021/2/4,0.00 
2021/2/5,0.00 
2021/2/6,0.00 
2021/2/7,0.00 
2021/2/8,0.00 
2021/2/9,0.00 
2021/2/10,0.00 
2021/2/11,0.00 
2021/2/12,0.00 
2021/2/13,0.00 
2021/2/14,0.00 
2021/2/15,0.00 
2021/2/16,0.00 
2021/2/17,0.00 
2021/2/18,0.00 
2021/2/19,0.00 
2021/2/20,0.00 
2021/2/21,0.00 
2021/2/22,0.00 
2021/2/23,0.00 
2021/2/24,0.00 
2021/2/25,0.00 
2021/2/26,0.00 
2021/2/27,0.00 
2021/2/28,0.00 
2021/3/1,0.00 
2021/3/2,0.00 
2021/3/3,0.00 
2021/3/4,0.00 
2021/3/5,0.00 
2021/3/6,0.00 
2021/3/7,0.00 
2021/3/8,0.00 
2021/3/9,0.00 
2021/3/10,0.00 
2021/3/11,0.00 
2021/3/12,0.00 
2021/3/13,0.00 
2021/3/14,0.00 
2021/3/15,0.00 
2021/3/16,0.00 
2021/3/17,0.00 
2021/3/18,0.00 
2021/3/19,0.00 
2021/3/20,0.00 
2021/3/21,0.00 
2021/3/22,0.00 
2021/3/23,0.00 
2021/3/24,0.00 
2021/3/25,0.00 
2021/3/26,0.00 
2021/3/27,0.00 
2021/3/28,0.00 
2021/3/29,0.00 
2021/3/30,0.00 
2021/3/31,0.00 
2021/4/1,0.00 
2021/4/2,0.00 
2021/4/3,0.00 
2021/4/4,0.00 
2021/4/5,0.00 
2021/4/6,0.00 
2021/4/7,0.00 
2021/4/8,0.10 
2021/4/9,0.80 
2021/4/10,0.00 
2021/4/11,0.00 
2021/4/12,0.00 
2021/4/13,0.00 
2021/4/14,0.00 
2021/4/15,0.00 
2021/4/16,0.00 
2021/4/17,0.00 
2021/4/18,0.00 
2021/4/19,5.80 
2021/4/20,0.00 
2021/4/21,0.00 
2021/4/22,3.52 
2021/4/23,5.05 
2021/4/24,0.00 
2021/4/25,0.12 
2021/4/26,0.00 
2021/4/27,0.00 
2021/4/28,0.00 
2021/4/29,0.00 
2021/4/30,0.00 
2021/5/1,0.00 
2021/5/2,0.00 
2021/5/3,0.00 
2021/5/4,0.00 
2021/5/5,0.00 
2021/5/6,0.00 
2021/5/7,0.00 
2021/5/8,0.00 
2021/5/9,0.00 
2021/5/10,0.00 
2021/5/11,0.00 
2021/5/12,0.00 
2021/5/13,15.00 
2021/5/14,0.00 
2021/5/15,0.00 
2021/5/16,0.00 
2021/5/17,34.06 
2021/5/18,0.00 
2021/5/19,0.00 
2021/5/20,0.00 
2021/5/21,0.00 
2021/5/22,0.00 
2021/5/23,0.00 
2021/5/24,0.00 
2021/5/25,0.00 
2021/5/26,0.00 
2021/5/27,0.00 
2021/5/28,0.00 
2021/5/29,0.00 
2021/5/30,0.00 
2021/5/31,0.00 
2021/6/1,0.00 
2021/6/2,0.00 
2021/6/3,0.00 
2021/6/4,0.00 
2021/6/5,0.00 
2021/6/6,0.00 
2021/6/7,0.00 
2021/6/8,0.00 
2021/6/9,0.00 
2021/6/10,0.00 
2021/6/11,0.00 
2021/6/12,0.00 
2021/6/13,0.00 
2021/6/14,0.00 
2021/6/15,38.46 
2021/6/16,39.32 
2021/6/17,104.50 
2021/6/18,0.00 
2021/6/19,0.00 
2021/6/20,0.00 
2021/6/21,26.28 
2021/6/22,0.00 
2021/6/23,0.00 
2021/6/24,0.00 
2021/6/25,0.00 
2021/6/26,0.00 
2021/6/27,0.00 
2021/6/28,20.36 
2021/6/29,0.00 
2021/6/30,0.00 
2021/7/1,0.00 
2021/7/2,0.00 
2021/7/3,0.00 
2021/7/4,0.00 
2021/7/5,0.00 
2021/7/6,0.00 
2021/7/7,0.00 
2021/7/8,0.00 
2021/7/9,246.48 
2021/7/10,6.00 
2021/7/11,0.00 
2021/7/12,91.87 
2021/7/13,729.32 
2021/7/14,269.04 
2021/7/15,652.03 
2021/7/16,253.37 
2021/7/17,0.00 
2021/7/18,0.00 
2021/7/19,352.79 
2021/7/20,68.00 
2021/7/21,1682.18 
2021/7/22,800.95 
2021/7/23,951.12 
2021/7/24,248.27 
2021/7/25,5.00 
2021/7/26,41.00 
2021/7/27,0.00 
2021/7/28,0.06 
2021/7/29,0.00 
2021/7/30,0.00 
2021/7/31,0.00 
2021/8/1,0.00 
2021/8/2,0.00 
2021/8/3,0.00 
2021/8/4,0.00 
2021/8/5,0.00 
2021/8/6,0.00 
2021/8/7,0.00 
2021/8/8,0.00 
2021/8/9,0.00 
2021/8/10,10.00 
2021/8/11,0.00 
2021/8/12,0.00 
2021/8/13,0.00 
2021/8/14,0.00 
2021/8/15,0.00 
2021/8/16,0.00 
2021/8/17,0.00 
2021/8/18,0.00 
2021/8/19,0.00 
2021/8/20,60.83 
2021/8/21,84.50 
2021/8/22,0.28 
2021/8/23,287.59 
2021/8/24,719.19 
2021/8/25,0.19 
2021/8/26,0.00 
2021/8/27,0.00 
2021/8/28,0.00 
2021/8/29,0.00 
2021/8/30,0.00 
2021/8/31,0.00 
2021/9/1,0.00 
2021/9/2,0.00 
2021/9/3,0.00 
2021/9/4,0.00 
2021/9/5,0.00 
2021/9/6,0.00 
2021/9/7,0.00 
2021/9/8,0.00 
2021/9/9,0.00 
2021/9/10,0.00 
2021/9/11,0.00 
2021/9/12,0.00 
2021/9/13,154.50 
2021/9/14,791.14 
2021/9/15,794.38 
2021/9/16,0.00 
2021/9/17,0.00 
2021/9/18,213.23 
2021/9/19,273.96 
2021/9/20,15.50 
2021/9/21,0.00 
2021/9/22,8.00 
2021/9/23,4.74 
2021/9/24,0.00 
2021/9/25,0.00 
2021/9/26,0.00 
2021/9/27,0.00 
2021/9/28,0.00 
2021/9/29,0.00 
2021/9/30,0.00 
2021/10/1,0.00 
2021/10/2,0.00 
2021/10/3,0.00 
2021/10/4,0.00 
2021/10/5,0.00 
2021/10/6,0.00 
2021/10/7,0.00 
2021/10/8,0.00 
2021/10/9,0.00 
2021/10/10,0.00 
2021/10/11,0.00 
2021/10/12,211.60 
2021/10/13,0.00 
2021/10/14,545.93 
2021/10/15,98.07 
2021/10/16,0.00 
2021/10/17,0.00 
2021/10/18,439.15 
2021/10/19,134.26 
2021/10/20,1233.32 
2021/10/21,0.00 
2021/10/22,294.72 
2021/10/23,0.00 
2021/10/24,0.00 
2021/10/25,674.69 
2021/10/26,8.42 
2021/10/27,0.00 
2021/10/28,0.00 
2021/10/29,0.00 
2021/10/30,0.00 
2021/10/31,0.00 
2021/11/1,0.00 
2021/11/2,0.00 
2021/11/3,0.00 
2021/11/4,0.00 
2021/11/5,0.00 
2021/11/6,0.00 
2021/11/7,0.00 
2021/11/8,39.76 
2021/11/9,0.00 
2021/11/10,19.85 
2021/11/11,24.37 
2021/11/12,59.22 
2021/11/13,0.00 
2021/11/14,0.00 
2021/11/15,9.11 
2021/11/16,13.55 
2021/11/17,1482.46 
2021/11/18,684.70 
2021/11/19,212.47 
2021/11/20,363.16 
2021/11/21,70.21 
2021/11/22,308.95 
2021/11/23,458.03 
2021/11/24,79.97 
2021/11/25,10.00 
2021/11/26,0.00 
2021/11/27,0.00 
2021/11/28,0.00 
2021/11/29,0.00 
2021/11/30,0.00 
2021/12/1,0.00 
2021/12/2,0.00 
2021/12/3,0.00 
2021/12/4,0.00 
2021/12/5,0.00 
2021/12/6,37.47 
2021/12/7,24.90 
2021/12/8,64.73 
2021/12/9,36.56 
2021/12/10,47.53 
2021/12/11,0.00 
2021/12/12,0.00 
2021/12/13,44.67 
2021/12/14,61.18 
2021/12/15,59.32 
2021/12/16,29.02 
2021/12/17,42.70 
2021/12/18,0.00 
2021/12/19,0.00 
2021/12/20,30.23 
2021/12/21,333.79 
2021/12/22,4.17 
2021/12/23,11.95 
2021/12/24,0.00 
2021/12/25,0.00 
2021/12/26,0.00 
2021/12/27,0.00 
2021/12/28,0.00 
2021/12/29,0.00 
2021/12/30,0.00 
2021/12/31,0.00 
2022/1/1,0.00 
2022/1/2,0.00 
2022/1/3,0.00 
2022/1/4,0.00 
2022/1/5,0.00 
2022/1/6,0.00 
2022/1/7,0.00 
2022/1/8,0.00 
2022/1/9,0.00 
2022/1/10,0.00 
2022/1/11,0.00 
2022/1/12,0.00 
2022/1/13,0.00 
2022/1/14,0.00 
2022/1/15,0.00 
2022/1/16,0.00 
2022/1/17,0.00 
2022/1/18,0.00 
2022/1/19,0.00 
2022/1/20,0.00 
2022/1/21,0.00 
2022/1/22,0.00 
2022/1/23,0.00 
2022/1/24,0.00 
2022/1/25,0.00 
2022/1/26,0.00 
2022/1/27,0.00 
2022/1/28,0.00 
2022/1/29,0.00 
2022/1/30,0.00 
2022/1/31,0.00 
2022/2/1,0.00 
2022/2/2,0.00 
2022/2/3,0.00 
2022/2/4,0.00 
2022/2/5,0.00 
2022/2/6,0.00 
2022/2/7,0.00 
2022/2/8,0.00 
2022/2/9,0.00 
2022/2/10,0.00 
2022/2/11,0.00 
2022/2/12,0.00 
2022/2/13,0.00 
2022/2/14,0.00 
2022/2/15,0.00 
2022/2/16,0.00 
2022/2/17,0.00 
2022/2/18,0.00 
2022/2/19,0.00 
2022/2/20,0.00 
2022/2/21,0.00 
2022/2/22,0.00 
2022/2/23,0.00 
2022/2/24,0.00 
2022/2/25,0.00 
2022/2/26,0.00 
2022/2/27,0.00 
2022/2/28,0.00 
2022/3/1,0.00 
2022/3/2,0.00 
2022/3/3,0.00 
2022/3/4,0.00 
2022/3/5,0.00 
2022/3/6,0.00 
2022/3/7,0.00 
2022/3/8,0.00 
2022/3/9,0.00 
2022/3/10,0.00 
2022/3/11,0.00 
2022/3/12,0.00 
2022/3/13,0.00 
2022/3/14,0.00 
2022/3/15,0.00 
2022/3/16,0.00 
2022/3/17,0.00 
2022/3/18,0.00 
2022/3/19,0.00 
2022/3/20,0.00 
2022/3/21,0.00 
2022/3/22,0.00 
2022/3/23,0.00 
2022/3/24,0.00 
2022/3/25,0.00 
2022/3/26,0.00 
2022/3/27,0.00 
2022/3/28,0.00 
2022/3/29,0.00 
2022/3/30,0.00 
2022/3/31,0.00 
2022/4/1,0.00 
2022/4/2,0.00 
2022/4/3,0.00 
2022/4/4,0.00 
2022/4/5,0.00 
2022/4/6,0.00 
2022/4/7,0.00 
2022/4/8,0.00 
2022/4/9,0.00 
2022/4/10,0.00 
2022/4/11,0.00 
2022/4/12,0.00 
2022/4/13,0.00 
2022/4/14,3.65 
2022/4/15,6.46 
2022/4/16,0.00 
2022/4/17,0.00 
2022/4/18,3.02 
2022/4/19,0.00 
2022/4/20,0.00 
2022/4/21,0.00 
2022/4/22,0.00 
2022/4/23,0.00 
2022/4/24,0.00 
2022/4/25,0.00 
2022/4/26,0.00 
2022/4/27,0.00 
2022/4/28,0.00 
2022/4/29,0.00 
2022/4/30,0.00 
2022/5/1,0.00 
2022/5/2,0.00 
2022/5/3,0.00 
2022/5/4,0.00 
2022/5/5,0.00 
2022/5/6,0.00 
2022/5/7,0.00 
2022/5/8,0.00 
2022/5/9,28.03 
2022/5/10,6.64 
2022/5/11,0.00 
2022/5/12,5.08 
2022/5/13,0.00 
2022/5/14,0.00 
2022/5/15,0.00 
2022/5/16,48.09 
2022/5/17,67.64 
2022/5/18,0.00 
2022/5/19,5.49 
2022/5/20,49.16 
2022/5/21,113.31 
2022/5/22,25.50 
2022/5/23,19.87 
2022/5/24,0.00 
2022/5/25,0.00 
2022/5/26,0.00 
2022/5/27,0.00 
2022/5/28,0.00 
2022/5/29,0.00 
2022/5/30,0.00 
2022/5/31,0.00 
2022/6/1,0.00 
2022/6/2,0.00 
2022/6/3,0.00 
2022/6/4,0.00 
2022/6/5,0.00 
2022/6/6,0.00 
2022/6/7,0.00 
2022/6/8,0.00 
2022/6/9,0.00 
2022/6/10,0.00 
2022/6/11,0.00 
2022/6/12,0.00 
2022/6/13,0.00 
2022/6/14,0.00 
2022/6/15,0.00 
2022/6/16,41.88 
2022/6/17,119.22 
2022/6/18,87.13 
2022/6/19,0.00 
2022/6/20,100.87 
2022/6/21,0.00 
2022/6/22,165.54 
2022/6/23,431.63 
2022/6/24,169.70 
2022/6/25,0.00 
2022/6/26,0.00 
2022/6/27,0.00 
2022/6/28,0.93 
2022/6/29,0.00 
2022/6/30,0.00 
2022/7/1,0.00 
2022/7/2,0.00 
2022/7/3,0.00 
2022/7/4,0.00 
2022/7/5,0.00 
2022/7/6,0.00 
2022/7/7,0.00 
2022/7/8,1106.00 
2022/7/9,0.00 
2022/7/10,47.23 
2022/7/11,65.16 
2022/7/12,44.72 
2022/7/13,1027.88 
2022/7/14,381.12 
2022/7/15,0.00 
2022/7/16,0.00 
2022/7/17,0.00 
2022/7/18,0.17 
2022/7/19,0.00 
2022/7/20,69.00 
2022/7/21,22.63 
2022/7/22,65.77 
2022/7/23,0.00 
2022/7/24,0.00 
2022/7/25,0.00 
2022/7/26,0.00 
2022/7/27,0.00 
2022/7/28,0.00 
2022/7/29,0.00 
2022/7/30,0.00 
2022/7/31,0.00 
2022/8/1,0.00 
2022/8/2,0.00 
2022/8/3,0.00 
2022/8/4,0.00 
2022/8/5,0.00 
2022/8/6,0.00 
2022/8/7,0.00 
2022/8/8,777.39 
2022/8/9,279.33 
2022/8/10,137.72 
2022/8/11,76.89 
2022/8/12,85.56 
2022/8/13,0.00 
2022/8/14,0.00 
2022/8/15,472.35 
2022/8/16,385.88 
2022/8/17,27.50 
2022/8/18,41.04 
2022/8/19,0.00 
2022/8/20,0.00 
2022/8/21,0.00 
2022/8/22,0.00 
2022/8/23,0.00 
2022/8/24,0.00 
2022/8/25,0.00 
2022/8/26,0.00 
2022/8/27,0.00 
2022/8/28,0.00 
2022/8/29,0.00 
2022/8/30,0.00 
2022/8/31,0.00 
2022/9/1,0.00 
2022/9/2,0.00 
2022/9/3,0.00 
2022/9/4,0.00 
2022/9/5,0.00 
2022/9/6,0.00 
2022/9/7,0.00 
2022/9/8,154.92 
2022/9/9,80.75 
2022/9/10,19.01 
2022/9/11,0.00 
2022/9/12,0.00 
2022/9/13,233.18 
2022/9/14,427.86 
2022/9/15,67.39 
2022/9/16,131.31 
2022/9/17,0.00 
2022/9/18,0.00 
2022/9/19,724.23 
2022/9/20,0.00 
2022/9/21,1284.28 
2022/9/22,122.15 
2022/9/23,1.50 
2022/9/24,3.50 
2022/9/25,110.00 
2022/9/26,0.00 
2022/9/27,0.00 
2022/9/28,0.00 
2022/9/29,0.00 
2022/9/30,0.00 
2022/10/1,0.00 
2022/10/2,0.00 
2022/10/3,0.00 
2022/10/4,0.00 
2022/10/5,0.00 
2022/10/6,0.00 
2022/10/7,0.00 
2022/10/8,0.00 
2022/10/9,0.00 
2022/10/10,0.00 
2022/10/11,0.00 
2022/10/12,0.00 
2022/10/13,66.97 
2022/10/14,148.11 
2022/10/15,0.00 
2022/10/16,0.00 
2022/10/17,209.67 
2022/10/18,138.67 
2022/10/19,938.75 
2022/10/20,50.01 
2022/10/21,142.68 
2022/10/22,0.00 
2022/10/23,0.00 
2022/10/24,21.17 
2022/10/25,0.00 
2022/10/26,0.00 
2022/10/27,0.00 
2022/10/28,0.00 
2022/10/29,0.00 
2022/10/30,0.00 
2022/10/31,0.00 
2022/11/1,0.00 
2022/11/2,0.00 
2022/11/3,0.00 
2022/11/4,0.00 
2022/11/5,0.00 
2022/11/6,0.00 
2022/11/7,0.00 
2022/11/8,0.00 
2022/11/9,0.00 
2022/11/10,30.40 
2022/11/11,74.85 
2022/11/12,0.00 
2022/11/13,0.00 
2022/11/14,0.00 
2022/11/15,55.16 
2022/11/16,82.92 
2022/11/17,185.05 
2022/11/18,39.28 
2022/11/19,39.21 
2022/11/20,0.00 
2022/11/21,145.14 
2022/11/22,474.03 
2022/11/23,355.65 
2022/11/24,663.56 
2022/11/25,0.00 
2022/11/26,0.00 
2022/11/27,0.00 
2022/11/28,1.99 
2022/11/29,10.72 
2022/11/30,0.00 
2022/12/1,0.00 
2022/12/2,0.00 
2022/12/3,0.00 
2022/12/4,0.00 
2022/12/5,0.27 
2022/12/6,0.27 
2022/12/7,0.18 
2022/12/8,460.68 
2022/12/9,252.02 
2022/12/10,105.34 
2022/12/11,0.00 
2022/12/12,39.70 
2022/12/13,308.28 
2022/12/14,55.93 
2022/12/15,129.53 
2022/12/16,0.00 
2022/12/17,0.00 
2022/12/18,0.00 
2022/12/19,36.03 
2022/12/20,0.00 
2022/12/21,9.19 
2022/12/22,0.00 
2022/12/23,9.09 
2022/12/24,22.90 
2022/12/25,27.45 
2022/12/26,35.32 
2022/12/27,0.00 
2022/12/28,0.00 
2022/12/29,0.00 
2022/12/30,0.00 
2022/12/31,0.00 
